Index,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Start_Date,Match_Id,Batsman,Player_Id
1300,22,22,55,40,0,0, Pakistan,Abu Dhabi,16-10-2017,ODI # 3924,Jeffrey Vandersay,370040
1301,0,0,4,0,0,0, Pakistan,Abu Dhabi,18-10-2017,ODI # 3926,Jeffrey Vandersay,370040
1302,2,2,10,20,0,0, Pakistan,Sharjah,23-10-2017,ODI # 3930,Jeffrey Vandersay,370040
1305,0,0,9,0,0,0, South Africa,Durban,10-03-2019,ODI # 4112,Isuru Udana,328026
1306,78,78,57,136.84,7,4, South Africa,Port Elizabeth,13-03-2019,ODI # 4114,Isuru Udana,328026
1307,32,32,29,110.34,3,1, South Africa,Cape Town,16-03-2019,ODI # 4115,Isuru Udana,328026
1308,31,31,14,221.42,4,1, India,Kolkata,24-12-2009,ODI # 2935,Thisara Perera,233514
1310,36,36,15,240,6,1, India,Dhaka,05-01-2010,ODI # 2938,Thisara Perera,233514
1312,11,11,17,64.7,2,0, India,Dhaka,10-01-2010,ODI # 2941,Thisara Perera,233514
1313,6,6,6,100,1,0, India,Dhaka,13-01-2010,ODI # 2943,Thisara Perera,233514
1314,32,32,23,139.13,2,1, India,Bulawayo,30-05-2010,ODI # 2983,Thisara Perera,233514
1317,8,8,16,50,0,0, Zimbabwe,Harare,07-06-2010,ODI # 2989,Thisara Perera,233514
1319,6,6,8,75,0,0, India,Dambulla,28-08-2010,ODI # 3040,Thisara Perera,233514
1320,0,0,4,0,0,0, Australia,Melbourne,03-11-2010,ODI # 3065,Thisara Perera,233514
1322,3,3,7,42.85,0,0, Australia,Brisbane,07-11-2010,ODI # 3068,Thisara Perera,233514
1323,6,6,8,75,0,0, West Indies,Colombo (SSC),06-02-2011,ODI # 3099,Thisara Perera,233514
1324,11,11,11,100,1,0, Canada,Hambantota,20-02-2011,ODI # 3102,Thisara Perera,233514
1325,8,8,6,133.33,1,0, Pakistan,Colombo (RPS),26-02-2011,ODI # 3109,Thisara Perera,233514
1326,3,3,5,60,0,0, Zimbabwe,Pallekele,10-03-2011,ODI # 3125,Thisara Perera,233514
1327,22,22,9,244.44,3,1, India,Mumbai,02-04-2011,ODI # 3148,Thisara Perera,233514
1328,9,9,17,52.94,0,0, Scotland,Edinburgh,13-07-2011,ODI # 3172,Thisara Perera,233514
1329,13,13,12,108.33,0,1, Pakistan,Dubai (DSC),14-11-2011,ODI # 3213,Thisara Perera,233514
1330,4,4,5,80,0,0, Pakistan,Dubai (DSC),18-11-2011,ODI # 3214,Thisara Perera,233514
