Index,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Start_Date,Match_Id,Batsman,Player_Id
606,43,43,45,95.55,8,0, India,Harare,07-07-2001,ODI # 1734,Chris Gayle ,51880
607,152,152,150,101.33,17,1, Kenya,Nairobi,15-08-2001,ODI # 1745,Chris Gayle ,51880
608,10,10,22,45.45,0,1, Kenya,Nairobi (Gym),18-08-2001,ODI # 1746,Chris Gayle ,51880
609,70,70,70,100,9,2, Kenya,Nairobi (Gym),19-08-2001,ODI # 1747,Chris Gayle ,51880
610,0,0,5,0,0,0, Zimbabwe,Colombo (SSC),09-12-2001,ODI # 1777,Chris Gayle ,51880
611,21,21,32,65.62,3,0, Sri Lanka,Colombo (RPS),11-12-2001,ODI # 1778,Chris Gayle ,51880
612,8,8,9,88.88,2,0, Sri Lanka,Kandy,15-12-2001,ODI # 1780,Chris Gayle ,51880
613,85,85,79,107.59,17,1, Zimbabwe,Kandy,16-12-2001,ODI # 1781,Chris Gayle ,51880
614,60,60,87,68.96,8,0, Sri Lanka,Colombo (RPS),19-12-2001,ODI # 1782,Chris Gayle ,51880
615,50,50,53,94.33,10,0, Pakistan,Sharjah,14-02-2002,ODI # 1807,Chris Gayle ,51880
616,62,62,46,134.78,8,3, Pakistan,Sharjah,15-02-2002,ODI # 1808,Chris Gayle ,51880
617,19,19,17,111.76,4,0, Pakistan,Sharjah,17-02-2002,ODI # 1810,Chris Gayle ,51880
618,16,16,43,37.2,2,0, India,Bridgetown,29-05-2002,ODI # 1836,Chris Gayle ,51880
619,84,84,67,125.37,9,3, India,Port of Spain,01-06-2002,ODI # 1837,Chris Gayle ,51880
620,3,3,10,30,0,0, India,Port of Spain,02-06-2002,ODI # 1838,Chris Gayle ,51880
622,30,30,37,81.08,4,0, New Zealand,Gros Islet,08-06-2002,ODI # 1840,Chris Gayle ,51880
623,37,37,47,78.72,6,0, New Zealand,Gros Islet,09-06-2002,ODI # 1841,Chris Gayle ,51880
624,60,60,60,100,4,2, New Zealand,Port of Spain,12-06-2002,ODI # 1843,Chris Gayle ,51880
625,67,67,79,84.81,7,1, New Zealand,Kingstown,16-06-2002,ODI # 1845,Chris Gayle ,51880
626,49,49,55,89.09,8,1, South Africa,Colombo (SSC),13-09-2002,ODI # 1875,Chris Gayle ,51880
627,33,33,42,78.57,4,2, Kenya,Colombo (SSC),17-09-2002,ODI # 1879,Chris Gayle ,51880
628,7,7,15,46.66,1,0, India,Jamshedpur,06-11-2002,ODI # 1893,Chris Gayle ,51880
629,103,103,116,88.79,8,3, India,Nagpur,09-11-2002,ODI # 1894,Chris Gayle ,51880
630,72,72,68,105.88,12,2, India,Rajkot,12-11-2002,ODI # 1895,Chris Gayle ,51880
631,140,140,127,110.23,12,5, India,Ahmedabad,15-11-2002,ODI # 1896,Chris Gayle ,51880
632,101,101,107,94.39,10,3, India,Vadodara,18-11-2002,ODI # 1897,Chris Gayle ,51880
633,27,27,38,71.05,4,0, India,Jodhpur,21-11-2002,ODI # 1898,Chris Gayle ,51880
634,5,5,8,62.5,0,0, India,Vijayawada,24-11-2002,ODI # 1900,Chris Gayle ,51880
635,38,38,70,54.28,5,0, Bangladesh,Chittagong,29-11-2002,ODI # 1904,Chris Gayle ,51880
636,21,21,43,48.83,3,0, Bangladesh,Dhaka,02-12-2002,ODI # 1909,Chris Gayle ,51880
637,73,73,90,81.11,11,0, Bangladesh,Dhaka,03-12-2002,ODI # 1910,Chris Gayle ,51880
638,2,2,21,9.52,0,0, South Africa,Cape Town,09-02-2003,ODI # 1942,Chris Gayle ,51880
639,22,22,29,75.86,5,0, New Zealand,Port Elizabeth,13-02-2003,ODI # 1949,Chris Gayle ,51880
640,0,0,5,0,0,0, Bangladesh,Benoni,18-02-2003,ODI # 1956,Chris Gayle ,51880
641,8,8,13,61.53,1,0, Canada,Centurion,23-02-2003,ODI # 1963,Chris Gayle ,51880
642,55,55,76,72.36,8,0, Sri Lanka,Cape Town,28-02-2003,ODI # 1973,Chris Gayle ,51880
643,119,119,151,78.8,8,2, Kenya,Kimberley,04-03-2003,ODI # 1981,Chris Gayle ,51880
644,37,37,50,74,6,0, Australia,Kingston,17-05-2003,ODI # 2011,Chris Gayle ,51880
645,28,28,55,50.9,4,0, Australia,Kingston,18-05-2003,ODI # 2013,Chris Gayle ,51880
646,43,43,46,93.47,5,1, Australia,Gros Islet,21-05-2003,ODI # 2016,Chris Gayle ,51880
647,84,84,113,74.33,7,1, Australia,Port of Spain,24-05-2003,ODI # 2018,Chris Gayle ,51880
648,5,5,4,125,1,0, Australia,Port of Spain,25-05-2003,ODI # 2019,Chris Gayle ,51880
649,18,18,21,85.71,3,0, Australia,St George's,30-05-2003,ODI # 2020,Chris Gayle ,51880
650,60,60,68,88.23,8,0, Australia,St George's,01-06-2003,ODI # 2021,Chris Gayle ,51880
651,0,0,9,0,0,0, Sri Lanka,Bridgetown,07-06-2003,ODI # 2022,Chris Gayle ,51880
652,94,94,125,75.2,12,2, Sri Lanka,Bridgetown,08-06-2003,ODI # 2023,Chris Gayle ,51880
653,21,21,75,28,1,0, Sri Lanka,Kingstown,11-06-2003,ODI # 2024,Chris Gayle ,51880
654,153,153,160,95.62,19,2, Zimbabwe,Bulawayo,22-11-2003,ODI # 2065,Chris Gayle ,51880
655,8,8,15,53.33,1,0, Zimbabwe,Bulawayo,23-11-2003,ODI # 2066,Chris Gayle ,51880
656,61,61,112,54.46,7,0, Zimbabwe,Harare,26-11-2003,ODI # 2067,Chris Gayle ,51880
657,51,51,34,150,7,3, Zimbabwe,Harare,29-11-2003,ODI # 2069,Chris Gayle ,51880
658,112,112,75,149.33,17,2, Zimbabwe,Harare,30-11-2003,ODI # 2070,Chris Gayle ,51880
659,4,4,15,26.66,1,0, South Africa,Cape Town,25-01-2004,ODI # 2088,Chris Gayle ,51880
660,9,9,20,45,1,0, South Africa,Port Elizabeth,28-01-2004,ODI # 2090,Chris Gayle ,51880
661,1,1,16,6.25,0,0, South Africa,Durban,30-01-2004,ODI # 2092,Chris Gayle ,51880
662,26,26,22,118.18,2,2, South Africa,Centurion,01-02-2004,ODI # 2094,Chris Gayle ,51880
663,152,152,153,99.34,12,3, South Africa,Johannesburg,04-02-2004,ODI # 2096,Chris Gayle ,51880
664,2,2,17,11.76,0,0, England,Georgetown,18-04-2004,ODI # 2118,Chris Gayle ,51880
665,20,20,42,47.61,2,0, England,Port of Spain,24-04-2004,ODI # 2121,Chris Gayle ,51880
666,36,36,42,85.71,5,1, England,Gros Islet,01-05-2004,ODI # 2125,Chris Gayle ,51880
667,9,9,10,90,1,0, England,Gros Islet,02-05-2004,ODI # 2126,Chris Gayle ,51880
668,41,41,52,78.84,4,1, England,Bridgetown,05-05-2004,ODI # 2127,Chris Gayle ,51880
669,0,0,8,0,0,0, Bangladesh,Kingstown,15-05-2004,ODI # 2128,Chris Gayle ,51880
670,7,7,22,31.81,1,0, Bangladesh,Kingstown,16-05-2004,ODI # 2129,Chris Gayle ,51880
671,30,30,49,61.22,5,0, New Zealand,Birmingham,26-06-2004,ODI # 2134,Chris Gayle ,51880
672,60,60,90,66.66,9,0, England,Nottingham,27-06-2004,ODI # 2135,Chris Gayle ,51880
673,23,23,29,79.31,5,0, England,Leeds,01-07-2004,ODI # 2137,Chris Gayle ,51880
674,27,27,58,46.55,4,0, New Zealand,Cardiff,03-07-2004,ODI # 2138,Chris Gayle ,51880
675,132,132,165,80,12,1, England,Lord's,06-07-2004,ODI # 2140,Chris Gayle ,51880
677,4,4,13,30.76,0,0, New Zealand,Lord's,10-07-2004,ODI # 2142,Chris Gayle ,51880
678,99,99,132,75,6,0, Bangladesh,Southampton,15-09-2004,ODI # 2175,Chris Gayle ,51880
679,16,16,19,84.21,3,0, South Africa,The Oval,18-09-2004,ODI # 2178,Chris Gayle ,51880
680,1,1,8,12.5,0,0, Pakistan,Southampton,22-09-2004,ODI # 2181,Chris Gayle ,51880
681,23,23,33,69.69,5,0, England,The Oval,25-09-2004,ODI # 2182,Chris Gayle ,51880
682,1,1,9,11.11,0,0, Asia XI,Melbourne,10-01-2005,ODI # 2203,Chris Gayle ,51880
683,0,0,3,0,0,0, Australia,Melbourne,14-01-2005,ODI # 2204,Chris Gayle ,51880
684,82,82,99,82.82,7,0, Pakistan,Brisbane,19-01-2005,ODI # 2206,Chris Gayle ,51880
685,26,26,22,118.18,3,1, Australia,Brisbane,21-01-2005,ODI # 2208,Chris Gayle ,51880
686,2,2,11,18.18,0,0, Australia,Adelaide,26-01-2005,ODI # 2212,Chris Gayle ,51880
687,9,9,12,75,1,0, Pakistan,Adelaide,28-01-2005,ODI # 2213,Chris Gayle ,51880
688,0,0,3,0,0,0, Pakistan,Perth,01-02-2005,ODI # 2218,Chris Gayle ,51880
689,26,26,31,83.87,4,0, South Africa,Kingston,07-05-2005,ODI # 2241,Chris Gayle ,51880
690,11,11,15,73.33,2,0, South Africa,Kingston,08-05-2005,ODI # 2242,Chris Gayle ,51880
691,132,132,152,86.84,7,2, South Africa,Bridgetown,11-05-2005,ODI # 2243,Chris Gayle ,51880
692,3,3,5,60,0,0, South Africa,Port of Spain,14-05-2005,ODI # 2244,Chris Gayle ,51880
693,28,28,20,140,5,1, South Africa,Port of Spain,15-05-2005,ODI # 2245,Chris Gayle ,51880
694,22,22,21,104.76,5,0, Pakistan,Kingstown,18-05-2005,ODI # 2246,Chris Gayle ,51880
695,43,43,45,95.55,5,1, Pakistan,Gros Islet,21-05-2005,ODI # 2247,Chris Gayle ,51880
696,124,124,137,90.51,13,0, Pakistan,Gros Islet,22-05-2005,ODI # 2248,Chris Gayle ,51880
697,54,54,48,112.5,8,1, Australia,Melbourne (Docklands),07-10-2005,ODI # 2283,Chris Gayle ,51880
698,0,0,2,0,0,0, Australia,Melbourne (Docklands),09-10-2005,ODI # 2284,Chris Gayle ,51880
699,6,6,5,120,1,0, New Zealand,Wellington,18-02-2006,ODI # 2332,Chris Gayle ,51880
700,0,0,16,0,0,0, New Zealand,Queenstown,22-02-2006,ODI # 2335,Chris Gayle ,51880
701,38,38,23,165.21,6,2, New Zealand,Christchurch,25-02-2006,ODI # 2337,Chris Gayle ,51880
702,5,5,11,45.45,1,0, New Zealand,Napier,01-03-2006,ODI # 2342,Chris Gayle ,51880
703,2,2,22,9.09,0,0, New Zealand,Auckland,04-03-2006,ODI # 2346,Chris Gayle ,51880
704,35,35,71,49.29,3,1, Zimbabwe,St John's,29-04-2006,ODI # 2368,Chris Gayle ,51880
705,49,49,73,67.12,7,0, Zimbabwe,St John's,30-04-2006,ODI # 2369,Chris Gayle ,51880
706,95,95,91,104.39,13,1, Zimbabwe,Gros Islet,10-05-2006,ODI # 2371,Chris Gayle ,51880
707,2,2,17,11.76,0,0, Zimbabwe,Port of Spain,13-05-2006,ODI # 2372,Chris Gayle ,51880
708,11,11,32,34.37,0,0, Zimbabwe,Port of Spain,14-05-2006,ODI # 2373,Chris Gayle ,51880
709,123,123,130,94.61,18,2, India,Kingston,18-05-2006,ODI # 2377,Chris Gayle ,51880
710,0,0,8,0,0,0, India,Kingston,20-05-2006,ODI # 2379,Chris Gayle ,51880
711,40,40,65,61.53,5,1, India,Basseterre,23-05-2006,ODI # 2380,Chris Gayle ,51880
712,46,46,70,65.71,6,1, India,Port of Spain,26-05-2006,ODI # 2381,Chris Gayle ,51880
713,51,51,61,83.6,10,0, India,Port of Spain,28-05-2006,ODI # 2382,Chris Gayle ,51880
714,58,58,46,126.08,7,2, Australia,Kuala Lumpur,12-09-2006,ODI # 2413,Chris Gayle ,51880
715,45,45,35,128.57,9,0, India,Kuala Lumpur,14-09-2006,ODI # 2414,Chris Gayle ,51880
716,79,79,93,84.94,7,3, Australia,Kuala Lumpur,18-09-2006,ODI # 2417,Chris Gayle ,51880
717,1,1,7,14.28,0,0, India,Kuala Lumpur,20-09-2006,ODI # 2419,Chris Gayle ,51880
718,0,0,1,0,0,0, Australia,Kuala Lumpur,24-09-2006,ODI # 2422,Chris Gayle ,51880
719,41,41,34,120.58,7,1, Zimbabwe,Ahmedabad,08-10-2006,ODI # 2424,Chris Gayle ,51880
720,104,104,118,88.13,11,3, Bangladesh,Jaipur,11-10-2006,ODI # 2426,Chris Gayle ,51880
721,0,0,5,0,0,0, Sri Lanka,Mumbai (BS),14-10-2006,ODI # 2428,Chris Gayle ,51880
722,24,24,26,92.3,4,0, Australia,Mumbai (BS),18-10-2006,ODI # 2432,Chris Gayle ,51880
723,34,34,37,91.89,7,0, India,Ahmedabad,26-10-2006,ODI # 2437,Chris Gayle ,51880
724,101,101,128,78.9,10,1, England,Ahmedabad,28-10-2006,ODI # 2439,Chris Gayle ,51880
725,133,133,135,98.51,17,3, South Africa,Jaipur,02-11-2006,ODI # 2442,Chris Gayle ,51880
726,37,37,27,137.03,6,2, Australia,Mumbai (BS),05-11-2006,ODI # 2443,Chris Gayle ,51880
727,0,0,4,0,0,0, Pakistan,Faisalabad,07-12-2006,ODI # 2460,Chris Gayle ,51880
728,41,41,37,110.81,7,1, Pakistan,Lahore,10-12-2006,ODI # 2463,Chris Gayle ,51880
729,9,9,14,64.28,2,0, Pakistan,Multan,13-12-2006,ODI # 2464,Chris Gayle ,51880
730,7,7,10,70,1,0, Pakistan,Karachi,16-12-2006,ODI # 2466,Chris Gayle ,51880
731,52,52,46,113.04,10,0, India,Nagpur,21-01-2007,ODI # 2480,Chris Gayle ,51880
732,5,5,5,100,1,0, India,Cuttack,24-01-2007,ODI # 2485,Chris Gayle ,51880
733,0,0,1,0,0,0, India,Chennai,27-01-2007,ODI # 2487,Chris Gayle ,51880
734,6,6,11,54.54,1,0, India,Vadodara,31-01-2007,ODI # 2493,Chris Gayle ,51880
735,2,2,6,33.33,0,0, Pakistan,Kingston,13-03-2007,ODI # 2531,Chris Gayle ,51880
736,40,40,48,83.33,3,3, Zimbabwe,Kingston,19-03-2007,ODI # 2543,Chris Gayle ,51880
737,18,18,14,128.57,3,0, Ireland,Kingston,23-03-2007,ODI # 2551,Chris Gayle ,51880
738,2,2,23,8.69,0,0, Australia,North Sound,27-03-2007,ODI # 2555,Chris Gayle ,51880
739,44,44,56,78.57,8,0, New Zealand,North Sound,29-03-2007,ODI # 2557,Chris Gayle ,51880
740,10,10,21,47.61,1,0, Sri Lanka,Providence,01-04-2007,ODI # 2560,Chris Gayle ,51880
741,32,32,35,91.42,3,0, South Africa,St George's,10-04-2007,ODI # 2567,Chris Gayle ,51880
742,1,1,11,9.09,0,0, Bangladesh,Bridgetown,19-04-2007,ODI # 2576,Chris Gayle ,51880
743,79,79,58,136.2,10,3, England,Bridgetown,21-04-2007,ODI # 2578,Chris Gayle ,51880
744,6,6,14,42.85,1,0, England,Lord's,01-07-2007,ODI # 2594,Chris Gayle ,51880
745,36,36,40,90,2,3, England,Birmingham,04-07-2007,ODI # 2597,Chris Gayle ,51880
746,82,82,126,65.07,8,0, England,Nottingham,07-07-2007,ODI # 2598,Chris Gayle ,51880
747,51,51,45,113.33,6,1, Netherlands,Dublin,10-07-2007,ODI # 2599,Chris Gayle ,51880
748,85,85,94,90.42,8,3, Scotland,Dublin,12-07-2007,ODI # 2601,Chris Gayle ,51880
750,2,2,9,22.22,0,0, Zimbabwe,Harare,30-11-2007,ODI # 2649,Chris Gayle ,51880
751,58,58,78,74.35,4,2, Zimbabwe,Harare,02-12-2007,ODI # 2651,Chris Gayle ,51880
752,52,52,81,64.19,8,1, Sri Lanka,Port of Spain,10-04-2008,ODI # 2697,Chris Gayle ,51880
753,11,11,20,55,1,0, Sri Lanka,Port of Spain,12-04-2008,ODI # 2699,Chris Gayle ,51880
755,20,20,26,76.92,3,0, Australia,Kingstown,24-06-2008,ODI # 2713,Chris Gayle ,51880
756,10,10,24,41.66,2,0, Australia,St George's,27-06-2008,ODI # 2719,Chris Gayle ,51880
757,53,53,54,98.14,5,3, Australia,St George's,29-06-2008,ODI # 2724,Chris Gayle ,51880
758,92,92,92,100,6,4, Australia,Basseterre,04-07-2008,ODI # 2734,Chris Gayle ,51880
759,5,5,8,62.5,1,0, Australia,Basseterre,06-07-2008,ODI # 2736,Chris Gayle ,51880
760,19,19,26,73.07,3,0, Canada,King City (NW),22-08-2008,ODI # 2749,Chris Gayle ,51880
761,110,110,77,142.85,14,6, Canada,King City (NW),24-08-2008,ODI # 2752,Chris Gayle ,51880
762,113,113,106,106.6,11,5, Pakistan,Abu Dhabi,12-11-2008,ODI # 2773,Chris Gayle ,51880
763,0,0,6,0,0,0, Pakistan,Abu Dhabi,14-11-2008,ODI # 2775,Chris Gayle ,51880
764,122,122,137,89.05,5,6, Pakistan,Abu Dhabi,16-11-2008,ODI # 2776,Chris Gayle ,51880
765,25,25,36,69.44,1,1, New Zealand,Queenstown,31-12-2008,ODI # 2786,Chris Gayle ,51880
766,36,36,31,116.12,4,1, New Zealand,Christchurch,03-01-2009,ODI # 2787,Chris Gayle ,51880
767,18,18,24,75,3,0, New Zealand,Wellington,07-01-2009,ODI # 2788,Chris Gayle ,51880
768,46,46,37,124.32,4,3, New Zealand,Auckland,10-01-2009,ODI # 2789,Chris Gayle ,51880
769,135,135,129,104.65,9,5, New Zealand,Napier,13-01-2009,ODI # 2792,Chris Gayle ,51880
770,2,2,11,18.18,0,0, England,Providence,20-03-2009,ODI # 2826,Chris Gayle ,51880
771,20,20,20,100,4,0, England,Providence,22-03-2009,ODI # 2827,Chris Gayle ,51880
772,80,80,43,186.04,5,8, England,Bridgetown,27-03-2009,ODI # 2828,Chris Gayle ,51880
773,46,46,39,117.94,3,5, England,Bridgetown,29-03-2009,ODI # 2829,Chris Gayle ,51880
774,0,0,3,0,0,0, England,Gros Islet,03-04-2009,ODI # 2833,Chris Gayle ,51880
775,31,31,28,110.71,3,2, England,Bristol,24-05-2009,ODI # 2850,Chris Gayle ,51880
776,11,11,10,110,2,0, England,Birmingham,26-05-2009,ODI # 2851,Chris Gayle ,51880
777,37,37,33,112.12,5,1, India,Kingston,26-06-2009,ODI # 2852,Chris Gayle ,51880
778,64,64,46,139.13,8,2, India,Kingston,28-06-2009,ODI # 2853,Chris Gayle ,51880
779,27,27,14,192.85,6,0, India,Gros Islet,03-07-2009,ODI # 2854,Chris Gayle ,51880
780,0,0,2,0,0,0, India,Gros Islet,05-07-2009,ODI # 2855,Chris Gayle ,51880
781,7,7,5,140,1,0, Australia,Melbourne,07-02-2010,ODI # 2950,Chris Gayle ,51880
782,0,0,1,0,0,0, Australia,Adelaide,09-02-2010,ODI # 2952,Chris Gayle ,51880
783,0,0,6,0,0,0, Australia,Sydney,12-02-2010,ODI # 2954,Chris Gayle ,51880
784,34,34,21,161.9,6,0, Australia,Brisbane,14-02-2010,ODI # 2955,Chris Gayle ,51880
785,14,14,5,280,0,2, Australia,Melbourne,19-02-2010,ODI # 2960,Chris Gayle ,51880
786,57,57,66,86.36,2,3, Zimbabwe,Providence,04-03-2010,ODI # 2967,Chris Gayle ,51880
787,88,88,111,79.27,7,2, Zimbabwe,Providence,06-03-2010,ODI # 2970,Chris Gayle ,51880
788,33,33,53,62.26,3,1, Zimbabwe,Kingstown,10-03-2010,ODI # 2972,Chris Gayle ,51880
789,32,32,20,160,4,2, Zimbabwe,Kingstown,12-03-2010,ODI # 2974,Chris Gayle ,51880
790,63,63,41,153.65,8,2, Zimbabwe,Kingstown,14-03-2010,ODI # 2976,Chris Gayle ,51880
791,45,45,39,115.38,8,0, South Africa,North Sound,22-05-2010,ODI # 2979,Chris Gayle ,51880
792,26,26,35,74.28,3,1, South Africa,North Sound,24-05-2010,ODI # 2980,Chris Gayle ,51880
793,16,16,20,80,1,1, South Africa,Roseau,28-05-2010,ODI # 2982,Chris Gayle ,51880
794,29,29,28,103.57,4,0, South Africa,Roseau,30-05-2010,ODI # 2984,Chris Gayle ,51880
795,12,12,19,63.15,1,0, South Africa,Port of Spain,03-06-2010,ODI # 2987,Chris Gayle ,51880
796,4,4,11,36.36,0,0, Sri Lanka,Colombo (SSC),31-01-2011,ODI # 3092,Chris Gayle ,51880
797,28,28,30,93.33,4,1, Sri Lanka,Colombo (SSC),03-02-2011,ODI # 3096,Chris Gayle ,51880
798,0,0,1,0,0,0, Sri Lanka,Colombo (SSC),06-02-2011,ODI # 3099,Chris Gayle ,51880
799,2,2,3,66.66,0,0, South Africa,Delhi,24-02-2011,ODI # 3106,Chris Gayle ,51880
800,80,80,110,72.72,7,2, Netherlands,Delhi,28-02-2011,ODI # 3112,Chris Gayle ,51880
801,37,37,36,102.77,6,0, Bangladesh,Dhaka,04-03-2011,ODI # 3118,Chris Gayle ,51880
802,43,43,21,204.76,8,1, England,Chennai,17-03-2011,ODI # 3135,Chris Gayle ,51880
803,8,8,9,88.88,2,0, Pakistan,Dhaka,23-03-2011,ODI # 3142,Chris Gayle ,51880
804,53,53,51,103.92,3,5, England,The Oval,19-06-2012,ODI # 3278,Chris Gayle ,51880
805,63,63,57,110.52,4,5, New Zealand,Kingston,05-07-2012,ODI # 3283,Chris Gayle ,51880
806,125,125,107,116.82,8,9, New Zealand,Kingston,07-07-2012,ODI # 3285,Chris Gayle ,51880
807,11,11,22,50,2,0, New Zealand,Basseterre,11-07-2012,ODI # 3288,Chris Gayle ,51880
808,16,16,17,94.11,1,1, New Zealand,Basseterre,14-07-2012,ODI # 3289,Chris Gayle ,51880
809,5,5,12,41.66,1,0, New Zealand,Basseterre,16-07-2012,ODI # 3290,Chris Gayle ,51880
810,35,35,40,87.5,4,2, Bangladesh,Khulna,30-11-2012,ODI # 3309,Chris Gayle ,51880
811,15,15,22,68.18,2,1, Bangladesh,Khulna,02-12-2012,ODI # 3310,Chris Gayle ,51880
812,4,4,12,33.33,1,0, Bangladesh,Dhaka,05-12-2012,ODI # 3311,Chris Gayle ,51880
813,16,16,25,64,1,1, Bangladesh,Dhaka,07-12-2012,ODI # 3312,Chris Gayle ,51880
814,2,2,19,10.52,0,0, Bangladesh,Dhaka,08-12-2012,ODI # 3313,Chris Gayle ,51880
815,4,4,13,30.76,1,0, Australia,Perth,01-02-2013,ODI # 3330,Chris Gayle ,51880
816,4,4,7,57.14,0,0, Australia,Perth,03-02-2013,ODI # 3331,Chris Gayle ,51880
817,2,2,5,40,0,0, Australia,Canberra,06-02-2013,ODI # 3332,Chris Gayle ,51880
818,39,39,47,82.97,4,1, Pakistan,The Oval,07-06-2013,ODI # 3364,Chris Gayle ,51880
819,21,21,18,116.66,4,0, India,The Oval,11-06-2013,ODI # 3368,Chris Gayle ,51880
820,36,36,27,133.33,5,1, South Africa,Cardiff,14-06-2013,ODI # 3371,Chris Gayle ,51880
821,109,109,100,109,9,7, Sri Lanka,Kingston,28-06-2013,ODI # 3378,Chris Gayle ,51880
822,11,11,9,122.22,2,0, India,Kingston,30-06-2013,ODI # 3380,Chris Gayle ,51880
823,10,10,13,76.92,2,0, India,Port of Spain,05-07-2013,ODI # 3383,Chris Gayle ,51880
824,14,14,17,82.35,3,0, Sri Lanka,Port of Spain,07-07-2013,ODI # 3385,Chris Gayle ,51880
825,1,1,8,12.5,0,0, Pakistan,Providence,14-07-2013,ODI # 3389,Chris Gayle ,51880
826,1,1,5,20,0,0, Pakistan,Providence,16-07-2013,ODI # 3390,Chris Gayle ,51880
827,8,8,12,66.66,1,0, Pakistan,Gros Islet,19-07-2013,ODI # 3391,Chris Gayle ,51880
828,30,30,46,65.21,3,1, Pakistan,Gros Islet,21-07-2013,ODI # 3393,Chris Gayle ,51880
829,21,21,34,61.76,2,1, Pakistan,Gros Islet,24-07-2013,ODI # 3396,Chris Gayle ,51880
830,0,0,2,0,0,0, India,Kochi,21-11-2013,ODI # 3436,Chris Gayle ,51880
831,3,3,18,16.66,0,0, Bangladesh,St George's,20-08-2014,ODI # 3509,Chris Gayle ,51880
832,58,58,67,86.56,3,5, Bangladesh,St George's,22-08-2014,ODI # 3511,Chris Gayle ,51880
833,6,6,17,35.29,1,0, Bangladesh,Basseterre,25-08-2014,ODI # 3514,Chris Gayle ,51880
834,41,41,24,170.83,5,2, South Africa,Durban,16-01-2015,ODI # 3579,Chris Gayle ,51880
835,19,19,13,146.15,2,1, South Africa,Johannesburg,18-01-2015,ODI # 3583,Chris Gayle ,51880
836,1,1,5,20,0,0, South Africa,East London,21-01-2015,ODI # 3587,Chris Gayle ,51880
837,10,10,19,52.63,1,0, South Africa,Port Elizabeth,25-01-2015,ODI # 3591,Chris Gayle ,51880
838,0,0,1,0,0,0, South Africa,Centurion,28-01-2015,ODI # 3593,Chris Gayle ,51880
839,36,36,65,55.38,3,1, Ireland,Nelson,16-02-2015,ODI # 3603,Chris Gayle ,51880
840,4,4,14,28.57,0,0, Pakistan,Christchurch,21-02-2015,ODI # 3608,Chris Gayle ,51880
841,215,215,147,146.25,10,16, Zimbabwe,Canberra,24-02-2015,ODI # 3612,Chris Gayle ,51880
842,3,3,4,75,0,0, South Africa,Sydney,27-02-2015,ODI # 3616,Chris Gayle ,51880
843,21,21,27,77.77,2,1, India,Perth,06-03-2015,ODI # 3625,Chris Gayle ,51880
844,61,61,33,184.84,2,8, New Zealand,Wellington,21-03-2015,ODI # 3643,Chris Gayle ,51880
845,37,37,27,137.03,2,3, England,Manchester,19-09-2017,ODI # 3911,Chris Gayle ,51880
846,94,94,78,120.51,9,6, England,Bristol,24-09-2017,ODI # 3915,Chris Gayle ,51880
847,2,2,4,50,0,0, England,The Oval,27-09-2017,ODI # 3916,Chris Gayle ,51880
848,40,40,29,137.93,1,5, England,Southampton,29-09-2017,ODI # 3918,Chris Gayle ,51880
849,22,22,31,70.96,3,1, New Zealand,Whangarei,20-12-2017,ODI # 3943,Chris Gayle ,51880
850,4,4,6,66.66,1,0, New Zealand,Christchurch,26-12-2017,ODI # 3945,Chris Gayle ,51880
851,123,123,91,135.16,7,11, U.A.E.,Harare,06-03-2018,ODI # 3987,Chris Gayle ,51880
852,14,14,28,50,1,1, Ireland,Harare,10-03-2018,ODI # 3993,Chris Gayle ,51880
853,1,1,9,11.11,0,0, Afghanistan,Harare,15-03-2018,ODI # 3997,Chris Gayle ,51880
854,17,17,13,130.76,0,2, Zimbabwe,Harare,19-03-2018,ODI # 4002,Chris Gayle ,51880
855,0,0,1,0,0,0, Scotland,Harare,21-03-2018,ODI # 4004,Chris Gayle ,51880
856,10,10,18,55.55,1,0, Afghanistan,Harare,25-03-2018,ODI # 4007,Chris Gayle ,51880
857,40,40,60,66.66,1,2, Bangladesh,Providence,22-07-2018,ODI # 4022,Chris Gayle ,51880
858,29,29,38,76.31,3,1, Bangladesh,Providence,25-07-2018,ODI # 4023,Chris Gayle ,51880
859,73,73,66,110.6,6,5, Bangladesh,Basseterre,28-07-2018,ODI # 4024,Chris Gayle ,51880
860,135,135,129,104.65,3,12, England,Bridgetown,20-02-2019,ODI # 4096,Chris Gayle ,51880
861,50,50,63,79.36,1,4, England,Bridgetown,22-02-2019,ODI # 4097,Chris Gayle ,51880
863,162,162,97,167.01,11,14, England,St George's,27-02-2019,ODI # 4099,Chris Gayle ,51880
864,77,77,27,285.18,5,9, England,Gros Islet,02-03-2019,ODI # 4103,Chris Gayle ,51880
865,7,7,19,36.84,0,0, Australia,Perth,01-02-2013,ODI # 3330,Jason Holder ,391485
866,9,9,28,32.14,1,0, Australia,Perth,03-02-2013,ODI # 3331,Jason Holder ,391485
867,0,0,1,0,0,0, Sri Lanka,Port of Spain,07-07-2013,ODI # 3385,Jason Holder ,391485
868,0,0,4,0,0,0, Pakistan,Providence,14-07-2013,ODI # 3389,Jason Holder ,391485
870,19,19,9,211.11,1,1, Pakistan,Gros Islet,19-07-2013,ODI # 3391,Jason Holder ,391485
873,16,16,27,59.25,2,0, India,Kochi,21-11-2013,ODI # 3436,Jason Holder ,391485
